rule_total_cost_mean,optimizer_total_cost_mean,total_cost_change_pct,rule_unmet_visits_mean,optimizer_unmet_visits_mean,unmet_visits_change_pct,weakly_better_total_cost,weakly_better_unmet_visits,at_least_one_strict_improvement,promotion_verdict
2051124.4895833335,1959319.96875,-4.475814183856908,1439.2000000000003,2855.900000000001,98.43663146192331,True,False,True,tradeoff_do_not_promote
